Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"Site Reliability Engineering (SRE), Systems Programming",Remote,6.5,"Planning and Organization, Presentation Skills, Critical Thinking, Empathy",Julia,"Jest, Confluence, Unity, Terraform, Angular, Jira","AWS Certified Cloud Practitioner, Backend Development (Node.js)",True,True,6,"Online Coding Contests, Blogging, Music, Video Editing","Distributed Systems, Probability and Statistics, Operating Systems",4,"Experimental, Big Picture Thinker",Security Engineer
"Entrepreneurship, Finance Technology",Hybrid,7.0,"Empathy, Accountability, Teamwork, Problem Solving, Attention to Detail",Haskell,"Postman, Airflow, Git, Android Studio, MySQL, Google Colab",CompTIA Security+,False,False,1,"Community Service, Workshop Hosting, Hackathons, Blogging","Theory of Computation, Cloud Infrastructure, Artificial Intelligence",3,"Creative, Logical",Technical Consultant
"Artificial Intelligence, Machine Learning",On-site,8.2,"Active Listening, Customer Focus, Business Communication, Resilience",CSS,"Grafana, AWS","Google Data Analytics Certificate, Machine Learning (Stanford/Coursera), IBM Data Science Professional Certificate, Deep Learning Specialization (Coursera)",False,False,3,Blogging,"Artificial Intelligence, Linear Algebra",3,Experimental,Data Scientist
"Machine Learning, Finance Technology, Software Engineering",Hybrid,7.1,Multitasking,"PowerShell, CSS","Unreal Engine, Terraform, ELK Stack, AWS","Tableau Desktop Specialist, Offensive Security Certified Professional (OSCP)",True,True,4,"Hackathons, Music","Cloud Infrastructure, Virtualization and Containers, Blockchain, Psychology",1,"Intuitive, Collaborative",Research Intern (AI/ML)
"Consulting, Machine Learning, Big Data",Remote,9.5,"Problem Solving, Time Management, Creative Thinking, Communication, Collaboration","PowerShell, Kotlin, R","Scikit-learn, Bitbucket, Airflow, DBT, Git, React Native","Machine Learning (Stanford/Coursera), Deep Learning Specialization (Coursera), Google Data Analytics Certificate, IBM Data Science Professional Certificate",False,False,1,"Coding Clubs, Entrepreneurship Clubs","Chemistry, Data Mining, Linear Algebra, Entrepreneurship",2,"Result-Oriented, Analytical",Data Scientist
"Natural Language Processing, Platform Engineering, Consulting",Hybrid,7.9,"Collaboration, Goal-Oriented Mindset, Strategic Thinking",Dart,"Docker, Sketch, NumPy, Kubernetes, Kafka",,False,False,0,"Case Competitions, Graphic Design, Podcast Creation","Chemistry, Data Structures and Algorithms",4,User-Centered,Business Analyst
"Entrepreneurship, Big Data, Education Technology",Hybrid,8.1,"Collaboration, Teamwork","SQL, Shell (Bash), Ruby","Node.js, GitHub, MySQL, Google Colab, Jupyter Notebook, Spring Boot","Frontend Development Libraries (freeCodeCamp), Certified Ethical Hacker (CEH), CompTIA Security+",False,False,5,"Gaming, Video Editing, Teaching/TA Work","Natural Language Processing, Artificial Intelligence, Machine Learning",1,"Systematic, Creative",Technical Consultant
"Backend Development, Web Development",Remote,6.4,"Leadership, Teamwork","PowerShell, Lisp, R","Cypress, Adobe XD, Kubernetes",,False,False,8,"Community Service, Photography, Podcast Creation","Cryptography, Data Mining, Theory of Computation, Digital Logic Design",1,Analytical,Technical Program Manager (TPM)
"Academic Research, Cloud Computing",Remote,9.8,"Critical Thinking, Strategic Thinking",,"Terraform, Azure",AWS Certified Security Specialty,True,True,3,Photography,"Human Computer Interaction, IoT (Internet of Things)",0,Pragmatic,IoT Engineer
"Finance Technology, Academic Research",Hybrid,8.4,"Business Communication, Emotional Intelligence, Collaboration",Dart,"PyTorch, MongoDB","Microsoft Certified Azure Fundamentals, Cisco CCNA",True,True,5,"Startup Ideation Events, Open Source Contributions","Virtualization and Containers, Compiler Design, Project Management, Computer Networks",4,Data-driven,AI Prompt Engineer
"Mobile App Development, Academic Research",Hybrid,9.4,"Leadership, Customer Focus, Planning and Organization, Conflict Resolution","Julia, TypeScript, Kotlin, R","Jest, Firebase, GCP","Android Developer Certification (Google), Google UX Design Certificate",False,False,8,"Public Speaking, Entrepreneurship Clubs, Robotics Competitions, Event Management","Artificial Intelligence, Digital Logic Design, Object-Oriented Programming, Software Engineering",2,"Logical, Problem Solving",Mobile Developer (Android)
Web Development,Remote,8.0,"Time Management, Teamwork, Emotional Intelligence, Leadership",Ruby,"Docker, CircleCI","Google Data Analytics Certificate, Microsoft Certified: Azure AI Engineer, Project Management Professional (PMP)",True,False,7,"Case Competitions, 3D Modeling","Physics, User Interface Design, Blockchain",0,User-Centered,Project Manager
"Deep Learning, Cybersecurity",On-site,7.9,"Communication, Active Listening",,"Tableau, Cypress",iOS App Development with Swift (Apple),True,True,0,Workshop Hosting,"Database Management Systems, Linear Algebra, Object-Oriented Programming",4,Detail-Oriented,MS in Computer Science
"Systems Programming, Mobile App Development, Entrepreneurship",On-site,7.4,"Emotional Intelligence, Conflict Resolution, Business Communication, Empathy","HTML, C#, Haskell, R","React, Core Data","iOS App Development with Swift (Apple), Google UX Design Certificate, ISTQB Foundation Level",False,True,7,Club Leadership Roles,"Mobile Application Development, Machine Learning, Object-Oriented Programming, Software Engineering",2,Detail-Oriented,Mobile Developer (iOS)
"Infrastructure, Cloud Computing",Hybrid,9.9,"Problem Solving, Leadership, Planning and Organization, Teamwork","TypeScript, Swift, Dart","Jupyter Notebook, GitHub, AWS","Google Cloud Associate Cloud Engineer, Certified Ethical Hacker (CEH)",True,False,7,"Startup Ideation Events, UI/UX Projects, Video Editing, Mentorship Programs","Operating Systems, Security",1,"Systematic, Innovative",Cloud Engineer
"Mobile App Development, Data Science, Cloud Computing",Hybrid,8.2,"Time Management, Accountability, Empathy, Presentation Skills, Active Listening","C++, R, Python","Git, Firebase, Express.js",,False,True,6,"Debate Clubs, Workshop Hosting, Open Source Contributions","Operating Systems, Object-Oriented Programming",1,Problem Solving,Mobile Developer (Android)
"Natural Language Processing, Academic Research, Software Engineering",Hybrid,7.1,"Goal-Oriented Mindset, Time Management","TypeScript, Swift, Java","Jenkins, Unreal Engine, Azure, Jupyter Notebook, IntelliJ IDEA",Google UX Design Certificate,True,False,3,Workshop Hosting,"Human Computer Interaction, Theory of Computation, Computer Vision",3,"Innovative, Collaborative",IoT Engineer
"Networking, Cloud Computing, Computer Vision",Hybrid,9.6,"Attention to Detail, Time Management","R, Ruby","VS Code, Laravel, Confluence","Docker Certified Associate, Android Developer Certification (Google), AWS Certified Security Specialty",True,False,6,"Robotics Competitions, Debate Clubs, Entrepreneurship Clubs","Cryptography, Bioinformatics, Robotics, Computer Vision",4,"Data-driven, Strategic",Network Engineer
"Platform Engineering, DevOps, Business Analysis",Remote,8.9,Innovative Thinking,,"NumPy, Mocha, Kubernetes","Google Cloud Associate Cloud Engineer, Salesforce Certified Administrator, AWS Certified Cloud Practitioner",False,False,1,Startup Ideation Events,"Robotics, Ethical Hacking, Data Structures and Algorithms",0,"Creative, User-Centered",Business Analyst
"Finance Technology, Academic Research",On-site,9.1,"Customer Focus, Leadership","PowerShell, Kotlin, Python","Flutter, Ansible, Terraform, Kubernetes, Azure, Xcode","Tableau Desktop Specialist, Machine Learning (Stanford/Coursera), Project Management Professional (PMP)",True,True,3,,"IoT (Internet of Things), Information Security, Psychology",1,Pragmatic,IoT Engineer
Database Engineering,On-site,7.9,"Attention to Detail, Time Management, Customer Focus",JavaScript,"Android Studio, Weights & Biases","Google Cloud Associate Cloud Engineer, Oracle Certified Java Programmer",False,False,6,"Tech Meetups, Startup Ideation Events, Podcast Creation","Cryptography, Discrete Mathematics, Business Intelligence",0,Logical,Data Engineer
"Platform Engineering, Technical Writing, Data Science",On-site,8.9,"Decision Making, Problem Solving, Communication, Work Ethic, Empathy","MATLAB, C#","Node.js, Sketch, Azure, Git, Laravel",CompTIA Security+,False,False,4,"3D Modeling, Sports","Machine Learning, Web Technologies",2,Big Picture Thinker,Platform Engineer
"Web Development, Frontend Development, Product Management",Remote,7.7,"Decision Making, Innovative Thinking","C#, Haskell","Confluence, PostgreSQL, Spring Boot, Laravel",,False,False,4,"Innovation Challenges, Animation Design","Database Management Systems, Data Mining",3,Systematic,Full Stack Developer
"Deep Learning, Platform Engineering",Hybrid,9.3,"Work Ethic, Presentation Skills, Analytical Thinking","C++, CSS, Python","React, Tableau, PyCharm",,True,True,2,"Innovation Challenges, Coding Clubs","Entrepreneurship, Linear Algebra, User Interface Design, Operating Systems",0,Detail-Oriented,MS in Computer Science
"Natural Language Processing, Backend Development, Project Management",Remote,6.2,Accountability,Python,"VS Code, GitLab CI/CD, Mocha, Canva, IntelliJ IDEA","Responsive Web Design (freeCodeCamp), AWS Certified Cloud Practitioner, Backend Development (Node.js)",False,False,6,"Gaming, Mentorship Programs","Database Management Systems, Software Engineering",0,"Systematic, Creative",Full Stack Developer
"Machine Learning, Big Data",Remote,6.7,Active Listening,Python,"Grafana, Vue.js, Kubernetes","Certified Ethical Hacker (CEH), Microsoft Certified: Azure AI Engineer",True,True,2,"Photography, Sports, 3D Modeling","Data Mining, Artificial Intelligence, Compiler Design",0,Intuitive,Technical Writer
"Web Development, Frontend Development",On-site,6.5,Conflict Resolution,"Assembly, Rust, CSS","GitLab CI/CD, VS Code, Webpack","Responsive Web Design (freeCodeCamp), Frontend Development Libraries (freeCodeCamp)",True,True,2,"3D Modeling, Open Source Contributions","Human Computer Interaction, IoT (Internet of Things), User Interface Design, Machine Learning",3,"Detail-Oriented, Systematic",Software Developer (Frontend)
"Site Reliability Engineering (SRE), Web Development, Business Analysis",Hybrid,8.5,"Creative Thinking, Leadership, Negotiation","PowerShell, Go, Shell (Bash), Python","Grafana, Vue.js, Terraform, Weights & Biases, MongoDB",,False,True,1,"Entrepreneurship Clubs, Public Speaking","Virtualization and Containers, Compiler Design, Operating Systems",1,Problem Solving,DevOps Engineer
"UI/UX Design, Design Systems, Networking",Hybrid,8.4,"Goal-Oriented Mindset, Multitasking","HTML, CSS","InVision, Adobe XD",Offensive Security Certified Professional (OSCP),False,False,2,"Open Source Contributions, Innovation Challenges","Psychology, Web Technologies",1,User-Centered,UI/UX Designer
"Ethical Hacking, Backend Development",Remote,7.4,"Leadership, Adaptability",Julia,"PyCharm, Spark, Postman, Mocha","Google Data Analytics Certificate, Microsoft Certified: SQL Associate",False,False,1,,"Data Mining, Entrepreneurship, Ethical Hacking, Economics",3,Systematic,Blockchain Developer
Big Data,On-site,7.4,"Resilience, Problem Solving, Analytical Thinking, Goal-Oriented Mindset",MATLAB,"Bitbucket, PyTorch, Pandas, Spark, Confluence",Backend Development (Node.js),True,True,3,Community Service,"Data Mining, Linear Algebra, Business Intelligence",1,"Data-driven, Logical",Data Scientist
"Site Reliability Engineering (SRE), Frontend Development, Systems Programming",Hybrid,9.1,Accountability,Lisp,"React, Swagger, Terraform, Confluence",,True,True,6,"Student Government, Photography","Data Mining, Quantum Computing",2,"Strategic, Innovative",Systems Engineer
"Design Systems, Machine Learning",On-site,8.4,"Teamwork, Collaboration",,"Grafana, Vue.js, TensorFlow, PyTorch, React, Angular",,True,True,3,Podcast Creation,"Natural Language Processing, Artificial Intelligence, Probability and Statistics",4,"Experimental, Intuitive",Technical Writer
"Deep Learning, Database Engineering",On-site,8.6,"Business Communication, Adaptability, Communication, Innovative Thinking, Problem Solving",Ruby,"Node.js, Spark, Selenium","Android Developer Certification (Google), HashiCorp Certified: Terraform Associate",False,False,6,,"Data Mining, Entrepreneurship",3,Logical,AR/VR Developer
"Backend Development, Computer Vision",On-site,8.3,"Communication, Analytical Thinking","MATLAB, Shell (Bash), Java","Adobe XD, Kubernetes","SAFe Agilist Certification, CompTIA Security+, Kubernetes Certified Administrator (CKA)",False,False,1,"Volunteering, Sports, Online Coding Contests","Cryptography, Database Management Systems",3,Analytical,Technical Program Manager (TPM)
"Natural Language Processing, Platform Engineering, Database Engineering",Hybrid,6.6,"Active Listening, Teamwork, Conflict Resolution, Accountability",SQL,"Adobe XD, Unity, Android Studio","Google Cloud Associate Cloud Engineer, Microsoft Certified Azure Fundamentals, PCEP – Certified Entry-Level Python Programmer",False,False,1,Hackathons,"Bioinformatics, Entrepreneurship, Web Technologies, Economics",0,Creative,Embedded Systems Engineer
"Full Stack Development, IoT (Internet of Things)",Hybrid,7.4,"Conflict Resolution, Resilience, Goal-Oriented Mindset, Decision Making","HTML, SQL, CSS, Python, JavaScript, TypeScript","Node.js, Docker, Azure, AWS, Jira",,False,False,7,,"Computer Networks, Economics, Big Data Analytics, Software Engineering",2,Systematic,Full Stack Developer
"Human Computer Interaction, Backend Development, Ethical Hacking",Hybrid,7.8,"Attention to Detail, Collaboration",,"Xcode, Postman, Power BI, Mocha",,True,True,7,"Blogging, Workshop Hosting, Community Service, Tech Meetups","Natural Language Processing, Ethical Hacking, Theory of Computation, Entrepreneurship",1,"Strategic, Analytical",Blockchain Developer
"Deep Learning, Consulting",On-site,7.4,"Communication, Collaboration, Innovative Thinking",,"Android Studio, GCP",Google Cloud Associate Cloud Engineer,True,True,2,Student Government,"Distributed Systems, IoT (Internet of Things), Sociology, Economics",4,Result-Oriented,Research Intern (General)
"Full Stack Development, Design Systems, Software Engineering",On-site,9.5,"Teamwork, Accountability, Problem Solving, Adaptability",TypeScript,"Podman, Pytest, Express.js, Cypress","Frontend Development Libraries (freeCodeCamp), Salesforce Certified Administrator",True,False,0,"Open Source Contributions, Community Service, Podcast Creation, Sports","Data Mining, Data Structures and Algorithms, Economics",2,Big Picture Thinker,Solutions Architect
"Deep Learning, Academic Research, Bioinformatics",Remote,9.5,"Problem Solving, Emotional Intelligence, Communication, Adaptability, Negotiation",Dart,"Grafana, PostgreSQL, PyTorch, Git, MongoDB","Google UX Design Certificate, Cisco CCNA, Kubernetes Certified Administrator (CKA)",False,False,1,"Photography, Animation Design","Probability and Statistics, Sociology, Cyber Security, Computer Networks",2,"Data-driven, Logical",AI Prompt Engineer
"Web Development, Technical Writing, Software Engineering",Remote,9.6,Empathy,,"PostgreSQL, Pandas, Power BI, Tableau, Confluence","Oracle Certified Java Programmer, Cisco CCNA, Offensive Security Certified Professional (OSCP)",False,False,2,"Sports, 3D Modeling, Startup Ideation Events","Virtualization and Containers, Entrepreneurship, Machine Learning",4,Pragmatic,AI Ethicist
